Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.89,35.086,35.266,35.432,35.588,35.74,35.891,36.048,36.222,36.421,36.656,36.933,37.255,37.623,38.039,38.498,38.993,39.517,40.068,40.65,41.279,41.977,42.753,43.607,44.522,45.482,46.463,47.434,48.359,49.208,49.949,50.557,51.032,51.381,51.61,51.717,51.701,51.592,51.434,51.273,51.181,51.229,51.451,51.859,52.444,53.17,53.972,54.775,55.521,56.185,56.765,57.282,57.782,58.301,58.846,59.419,60.015,,
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,32.035,32.317,32.651,33.05,33.523,34.076,34.711,35.417,36.178,36.985,37.824,38.685,39.556,40.429,41.293,42.146,42.989,43.827,44.66,45.483,46.293,47.087,47.86,48.603,49.308,49.958,50.537,51.042,51.476,51.849,52.176,52.481,52.786,53.11,53.461,53.844,54.254,54.676,55.097,55.513,55.924,56.329,56.732,57.132,57.527,57.914,58.289,58.648,58.991,59.316,59.622,59.911,60.187,60.452,60.707,60.954,61.193,,
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.854,38.157,38.481,38.828,39.195,39.58,39.975,40.372,40.767,41.155,41.538,41.917,42.295,42.679,43.068,43.465,43.873,44.292,44.717,45.146,45.569,45.979,46.369,46.737,47.084,47.414,47.734,48.054,48.381,48.718,49.071,49.441,49.825,50.213,50.599,50.969,51.306,51.604,51.86,52.079,52.27,52.45,52.636,52.845,53.084,53.357,53.663,53.991,54.333,54.687,55.05,55.424,55.807,56.2,56.598,57,57.403,,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.74,37.041,37.342,37.642,37.942,38.242,38.542,38.842,39.142,39.443,39.738,40.019,40.288,40.55,40.818,41.122,41.493,41.95,42.493,43.111,43.772,44.434,45.054,45.604,46.074,46.469,46.81,47.135,47.473,47.838,48.239,48.677,49.142,49.62,50.104,50.588,51.062,51.521,51.959,52.371,52.752,53.099,53.415,53.709,53.987,54.262,54.55,54.858,55.19,55.543,55.908,56.265,56.601,56.905,57.18,57.434,57.681,,
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.1639024390244,68.5486341463415,68.8922682926829,69.1857073170732,69.4294390243902,69.638,69.8374634146341,70.0524634146342,70.3025609756098,70.5892926829268,70.9036341463415,71.2265609756098,71.535,71.8148536585366,72.0646341463415,72.2937073170732,72.5195609756098,72.7616585365854,73.0310731707317,73.3293658536585,73.6471463414634,73.9694878048781,74.279,74.5658536585366,74.8291219512195,75.078512195122,75.3297073170732,75.5981463414634,75.891243902439,76.6878048780488,76.9390243902439,77.1365853658537,77.3829268292683,77.390243902439,77.6390243902439,77.5853658536585,77.6853658536585,78.1365853658537,77.8390243902439,77.9878048780488,77.8878048780488,78.3878048780488,78.6414634146341,78.8414634146341,79.0390243902439,79.2390243902439,79.4390243902439,79.4390243902439,79.9390243902439,80.1878048780488,80.3878048780488,80.7317073170732,80.6341463414634,81.2853658536585,81.3853658536585,81.0365853658537,81.0365853658537,,
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.068,60.503,60.924,61.331,61.725,62.107,62.477,62.835,63.181,63.517,63.843,64.158,64.462,64.755,65.038,65.312,65.577,65.833,66.081,66.322,66.557,66.787,67.012,67.233,67.449,67.66,67.864,68.06,68.247,68.427,68.6,68.765,68.925,69.083,69.241,69.402,69.57,69.748,69.934,70.131,70.337,70.551,70.77,70.991,71.213,71.438,71.667,71.903,72.142,72.383,72.618,72.84,73.044,73.227,73.388,73.531,73.659,,
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,63.4146341463415,63.9548780487805,63.449756097561,63.0748780487805,63.1926829268293,63.3,63.4665853658537,63.8336585365854,64.2487804878049,64.6541463414634,64.5824390243903,64.6675609756098,65.0682926829268,65.0317073170732,65.1960975609756,65.5853658536585,65.9009756097561,65.6441463414634,65.7673170731707,65.7980487804878,66.1570731707317,66.4034146341464,66.9634146341463,67.6078048780488,68.1626829268293,68.4353658536586,68.8068292682927,69.2207317073171,69.5192682926829,69.9826829268293,70.2134146341463,70.4678048780488,70.8570731707317,71.0624390243902,71.2990243902439,71.8304878048781,,,,,
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.702,47.219,47.75,48.295,48.856,49.434,50.032,50.646,51.267,51.889,52.501,53.091,53.652,54.181,54.676,55.14,55.577,56,56.418,56.84,57.272,57.719,58.183,58.661,59.154,59.661,60.176,60.694,61.214,61.735,62.261,62.799,63.352,63.921,64.502,65.09,65.678,66.257,66.817,67.351,67.849,68.304,68.717,69.092,69.437,69.763,70.085,70.415,70.76,71.122,71.494,71.867,72.227,72.562,72.869,73.15,73.409,,
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.97,61.481,61.986,62.482,62.968,63.443,63.907,64.361,64.805,65.239,65.662,66.074,66.473,66.86,67.235,67.599,67.951,68.292,68.624,68.947,69.262,69.567,69.864,70.151,70.431,70.701,70.96,71.209,71.45,71.687,71.925,72.167,72.42,72.685,72.967,73.267,73.589,73.93,74.283,74.646,75.01,75.369,75.715,76.047,76.362,76.663,76.956,77.249,77.543,77.84,78.134,78.419,78.689,78.938,79.168,79.379,79.575,,
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.26,60.441,60.623,60.805,60.984,61.157,61.317,61.462,61.588,61.697,61.789,61.868,61.938,62.005,62.072,62.14,62.211,62.283,62.355,62.427,62.498,62.565,62.626,62.684,62.741,62.801,62.869,62.95,63.046,63.159,63.29,63.438,63.6,63.77,63.946,64.122,64.297,64.466,64.63,64.785,64.93,65.065,65.192,65.313,65.428,65.538,65.642,65.741,65.836,65.929,66.022,66.117,66.216,66.318,66.425,66.536,66.65,,
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.3734178927053,68.7516258027134,68.7366643369618,68.9481619852736,69.3446273485531,69.4588190527188,69.7246809227308,69.953571017382,69.9068619960457,70.113234177234,70.4424069229468,70.7243571168692,71.0189020311837,71.1937900635829,71.6025264251357,71.9493737553879,72.2095119928853,72.5607926718247,72.7195735549794,73.0431844651827,73.0758753872131,73.4296270668419,73.7551731812243,73.8597343521362,74.1385313286304,74.2626479149787,74.5074516448515,74.7746368527175,74.8898279191358,75.1355148652392,75.2989308206495,75.4741331228867,75.7238816329362,75.8101615575069,76.0935154169434,76.1627449264552,76.5318213617967,76.8610202126883,77.0435519346129,77.1885218132585,77.4660886834438,77.7642640421351,77.9019791190628,78.0295481550925,78.4369622006739,78.5316116309291,78.8292700129985,79.0599738967178,79.2046776412129,79.4762337538632,79.6521250673758,79.8897240177293,80.0070586685504,80.1863324096944,80.4424741922433,80.3320324337584,80.370146462123,,
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.9616829268293,67.548756097561,68.1059756097561,68.6258536585366,69.1043658536585,69.5428780487805,69.9462195121951,70.3257804878049,70.6905365853659,71.0445609756098,71.386512195122,71.4585365853659,71.4560975609756,72.109756097561,72.6121951219512,73.3682926829268,72.819512195122,73.319512195122,73.5756097560976,73.6731707317073,74.6731707317073,75.3243902439025,75.4292682926829,75.2756097560976,76.0292682926829,76.4341463414634,76.6853658536585,76.8829268292683,77.0829268292683,77.0292682926829,77.3804878048781,77.8829268292683,77.6780487804878,78.0317073170732,78.5292682926829,78.6829268292683,79.6268292682927,80.1268292682927,80.1317073170732,80.3829268292683,80.8780487804878,81.4243902439025,81.4268292682927,81.3780487804878,81.8292682926829,81.6292682926829,82.3756097560976,82.3268292682927,82.3756097560976,82.7756097560976,82.9780487804878,83.4219512195122,83.4804878048781,83.8317073170732,83.9804878048781,84.2780487804878,84.2268292682927,,
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.274,46.953,47.625,48.285,48.926,49.548,50.151,50.742,51.33,51.921,52.523,53.14,53.779,54.44,55.125,55.834,56.567,57.318,58.08,58.851,59.632,60.428,61.236,62.051,62.859,63.643,64.382,65.063,65.679,66.23,66.725,67.18,67.616,68.047,68.476,68.898,69.301,69.672,70.001,70.288,70.537,70.756,70.957,71.15,71.341,71.532,71.724,71.911,72.093,72.27,72.446,72.624,72.805,72.99,73.181,73.376,73.575,,
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.5745923289298,40.0093200642896,40.4364929513784,40.8547463212236,41.2643779943996,41.667383355312,42.0672801617187,42.4674861479064,42.8705612435176,43.2767440481637,43.6866204110467,44.0996747825174,44.5128780484762,44.9215579611752,45.3230031706981,45.7118005635601,46.083007644939,46.4361444166829,46.7726047103793,47.0946344446403,47.4073376296467,47.7163305042426,48.0242351174177,48.3298548047762,48.6283181294624,48.9062485139819,49.1462698078047,49.3374522769759,49.4773492501937,49.5784061527639,49.6632764891295,49.7609479692103,49.8924230696314,50.0638778972896,50.2667207194717,50.4963900393598,50.755021247496,51.0479766094823,51.3811814760269,51.7620900479982,52.2011921624773,52.709742887937,53.2893725907225,53.9343625718801,54.633296186588,55.3705458777032,56.1291451021547,56.8885578323868,57.6298179232254,58.3381248482459,59.0015934153104,59.6145896162271,60.1833247904443,60.7132108809683,61.2047933454608,61.6599734531366,62.0817538874784,,
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.6086585365854,65.015512195122,65.408243902439,65.7878780487805,66.1544390243903,66.5120487804878,66.8627804878049,67.2087317073171,67.5489268292683,67.8813658536585,68.2004878048781,68.5016341463415,68.7787317073171,69.029243902439,69.2527073170732,70.0019512195122,70.4553658536585,70.7443902439024,70.5387804878049,70.4273170731707,70.1753658536586,70.3443902439025,70.4826829268293,70.2748780487805,70.2185365853659,70.8860975609756,71.4190243902439,71.470243902439,71.4882926829268,71.8446341463415,72.1704878048781,72.1853658536586,71.2414634146342,71.5224390243903,71.8034146341463,72.0843902439024,72.3653658536585,72.4951219512195,72.3170731707317,72.6419512195122,72.8078048780488,74.5129268292683,74.7173170731707,74.6139024390244,75.520243902439,75.2446341463415,75.8368292682927,75.7056097560976,75.9121951219512,76.1682926829268,76.4756097560976,76.7756097560976,76.9243902439024,77.1268292682927,77.4780487804878,77.2756097560976,78.0219512195122,,
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.113,42.697,43.277,43.849,44.412,44.955,45.472,45.955,46.405,46.823,47.215,47.592,47.965,48.341,48.723,49.107,49.485,49.849,50.196,50.527,50.852,51.182,51.527,51.892,52.279,52.68,53.088,53.492,53.881,54.253,54.609,54.954,55.296,55.639,55.981,56.316,56.635,56.933,57.209,57.467,57.716,57.969,58.239,58.535,58.86,59.219,59.61,60.023,60.448,60.876,61.296,61.699,62.078,62.432,62.757,63.055,63.33,,
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.0031707317073,68.9360975609756,67.8658536585366,68.8741463414634,69.3809756097561,69.0712195121951,69.8224390243902,69.4070731707317,69.230243902439,69.3146341463415,69.1646341463415,69.0524390243903,69.6646341463415,69.5180487804878,69.2480487804878,69.29,69.5731707317073,69.8480487804878,69.3939024390244,69.6153658536585,69.0617073170732,69.1392682926829,69.3578048780488,68.9736585365854,69.0258536585366,68.9721951219512,69.1734146341463,69.6512195121951,70.0234146341463,69.4617073170732,69.3156097560976,69.3770731707317,69.1170731707317,69.1012195121951,69.469756097561,69.7917073170732,70.3287804878049,70.7024390243902,70.5578048780488,70.6770731707317,71.2463414634146,72.2487804878049,72.3487804878049,72.3,72.6487804878049,72.6487804878049,73.0975609756098,73.1512195121951,73.7024390243903,73.9048780487805,74.2073170731707,74.8585365853659,75.0634146341463,75.5658536585366,75.7634146341463,75.5682926829269,75.5682926829269,,
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.6739844606937,49.198106900789,49.8015981021439,50.5453670038493,51.4154791108625,52.3929341456444,53.4111696261426,54.4135153338073,55.3815343677556,56.2418935127751,57.039386023017,57.7419253756921,58.3874171929171,58.9981399423745,59.5892183943381,60.1059384651878,60.6201409626068,61.0941726191339,61.5368144637006,61.93235910006,62.300528576784,62.6697391090185,63.0208183634608,63.3293119489984,63.6132175028954,63.9415520553612,64.3156467625678,64.617459045778,64.9098102312739,65.1759348179731,65.4348064349184,65.6820290267636,65.8842652628587,66.0718971059634,66.3234807471731,66.6106592541747,66.9501988897496,67.3078876833652,67.6429846935628,67.9313546829521,68.246523534227,68.5718015423471,68.8753859179247,69.1788451678223,69.4950559004312,69.7834647484858,70.1111440995685,70.4218320768217,70.7110365745732,71.022642906195,71.3043364829879,71.6000551635944,71.8594546933465,72.1138814841604,72.3413349247389,72.5557524246454,72.7627093293955,,
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.5501691614769,48.0650109676268,48.6513039316772,49.3584754856059,50.1682552357829,51.0630539956001,51.9860211042562,52.886834351762,53.7508535984994,54.5190239709823,55.2307378308688,55.862996420843,56.4490345962289,57.0098750812239,57.5584020600195,58.0493841043518,58.5423357290382,59.0039861563865,59.4396521904514,59.8342234338312,60.2019917080035,60.5684158538631,60.9148484090228,61.2217868146369,61.5036801986098,61.8157425773099,62.1577924416375,62.4341992899942,62.6949105285807,62.9301467042935,63.1534241812471,63.3691775469011,63.5406720835664,63.7058626821974,63.9247316147596,64.1758782075901,64.4727964253666,64.7917806917008,65.0882908083484,65.3574755620972,65.6574566532453,65.9703358161403,66.2754660197879,66.5909549880344,66.9255216261298,67.2458738980865,67.6017526214248,67.9466175706133,68.273725270177,68.6140729382813,68.9242670146846,69.2373813528134,69.5160633487465,69.7846748000646,70.0267360333772,70.2530754050824,70.4686494352309,,
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.9212242001905,42.4645743994123,43.0061325030828,43.5443292958772,44.0749712514859,44.5853863437671,45.061270705992,45.4944557108246,45.8821643724692,46.2288253387772,46.5479787405589,46.8596752659362,47.1837444848332,47.5348962450944,47.9205077171049,48.3451998990635,48.8071585991029,49.2915335656765,49.7797231458129,50.2557696046143,50.7089797925481,51.1707091355689,51.5769181300777,51.9571115460579,52.3157973958851,52.6433273408013,52.9325728710091,53.1857089804101,53.3975905914568,53.5946330513632,53.7682180162824,53.9383075121834,54.1159920782271,54.3020456789244,54.5028751516454,54.7239222879373,54.9675350744341,55.229816447985,55.5079383749605,55.8157017632686,56.1575725727396,56.543087193497,56.9738257988915,57.4500478644064,57.965696834671,58.5104302228063,59.0742548636574,59.6441395431514,60.2040159090072,60.741829003024,61.2473614036301,61.7161215107845,62.1509562307794,62.557143511055,62.9361951614773,63.2897018196369,63.6207191186284,,
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.605100572378,44.2637808568109,44.901587319561,45.5162705533417,46.1077158416197,46.6769378748674,47.226525330815,47.7611624216095,48.2823387078733,48.7903665985118,49.2844584219135,49.7633739406993,50.2254159441256,50.6710334948763,51.0986920997148,51.5136599151518,51.9194412314605,52.31851764449,52.7114011204053,53.0950739373274,53.4634334237583,53.8086507421544,54.1283850536744,54.3978918820275,54.6307298577913,54.8166176643359,54.9561305448838,55.0596059306037,55.1207503959625,55.1595139210658,55.1753610963541,55.1637978697254,55.1393993360101,55.0947418066458,55.0522582615816,55.0194030810768,55.0064087089,55.023022476053,55.0630210757405,55.146346680983,55.2883116743184,55.4967969697752,55.7761561243175,56.1103313378081,56.505315854242,56.9488478444814,57.43214469536,57.9392443111256,58.45229231685,58.957410458655,59.447070188262,59.9025803208409,60.3166464213152,60.6995256620475,61.0503717780548,61.3700717491241,61.6624482712323,,
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.651,49.281,49.897,50.499,51.09,51.672,52.249,52.824,53.397,53.968,54.537,55.1,55.655,56.197,56.726,57.24,57.742,58.23,58.707,59.171,59.618,60.045,60.451,60.836,61.203,61.555,61.899,62.241,62.583,62.929,63.281,63.638,63.998,64.353,64.701,65.032,65.339,65.617,65.866,66.087,66.285,66.467,66.643,66.82,67.002,67.191,67.386,67.581,67.775,67.964,68.15,68.331,68.509,68.684,68.856,69.025,69.191,,
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.1185815182948,41.6074466038935,42.1033798088291,42.6052708370317,43.1071753092665,43.5899810852049,44.031431776422,44.4171214221242,44.741983659757,45.0119378748161,45.2469064665912,45.4768819921761,45.7319917657709,46.0337544044787,46.3940447611685,46.8175058146987,47.3000839698179,47.8189674520713,48.346663505627,48.8612358630345,49.3498830935794,49.8680531634003,50.311412869954,50.7423580545317,51.1596515534885,51.5544315699467,51.9156924552097,52.2413611470663,52.5275558523029,52.8035261397512,53.056515194935,53.3189991371125,53.5994294474304,53.9027770551488,54.2267469956375,54.5757169412624,54.9480689924624,55.3332465607855,55.7301470168047,56.149435592754,56.5901722997632,57.0626365227712,57.5671991546249,58.1120524530965,58.6857690872772,59.2791026990331,59.8815935284557,60.481788517417,61.0645313246956,61.6186072259287,62.1330487989925,62.6096344105384,63.0555247115879,63.4741421340845,63.8680554891353,64.2390403565993,64.5896660220776,,
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5292682926829,,,,,,,,77.9658536585366,,,,,,,,,,,,,,,,
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.174,41.794,42.421,43.057,43.702,44.356,45.02,45.691,46.366,47.043,47.721,48.399,49.075,49.746,50.405,51.047,51.665,52.257,52.819,53.349,53.842,54.295,54.711,55.099,55.468,55.83,56.201,56.589,57.003,57.445,57.915,58.409,58.915,59.421,59.921,60.408,60.877,61.327,61.761,62.179,62.582,62.977,63.368,63.759,64.154,64.556,64.966,65.383,65.802,66.219,66.625,67.013,67.377,67.714,68.021,68.302,68.56,,
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.796512195122,69.9782682926829,70.1340731707317,70.2729268292683,70.4012926829268,70.5231463414634,70.6384390243903,70.7451463414634,70.8442926829268,70.9378780487805,71.0314390243903,71.1285365853659,71.232243902439,71.3455609756098,71.4720243902439,71.6166097560976,71.7827804878049,71.969,72.1737317073171,72.3934634146342,72.623243902439,72.8560975609756,73.0880731707317,73.3136829268293,73.5314634146342,73.7423658536585,73.9514146341463,74.1625365853659,74.3777073170732,74.5959024390244,74.8090975609756,75.0052682926829,75.1809512195122,75.3361219512195,75.4768048780488,75.6175609756098,75.8317073170732,75.9853658536585,76.1804878048781,76.0829268292683,76.5365853658537,77.1341463414634,77.6341463414634,78.1390243902439,78.5390243902439,78.9439024390244,79.2414634146342,79.6414634146341,80.0951219512195,80.190243902439,80.7439024390244,80.7463414634146,80.8463414634146,81,81.3487804878049,81.4536585365854,81.6073170731707,,
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.947,45.512,46.07,46.622,47.173,47.73,48.3,48.889,49.505,50.15,50.856,51.662,52.561,53.514,54.463,55.265,55.744,55.826,55.513,54.88,54.111,53.452,53.128,53.293,53.995,55.213,56.846,58.683,60.528,62.275,63.828,65.131,66.209,67.094,67.791,68.326,68.741,69.092,69.428,69.775,70.144,70.526,70.899,71.249,71.582,71.912,72.259,72.635,73.044,73.481,73.932,74.375,74.787,75.153,75.466,75.73,75.953,,
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.022,49.222,50.409,51.58,52.73,53.839,54.885,55.85,56.723,57.5,58.199,58.849,59.47,60.062,60.611,61.046,61.276,61.263,61.018,60.598,60.127,59.766,59.647,59.85,60.393,61.236,62.285,63.393,64.436,65.354,66.118,66.735,67.256,67.722,68.134,68.489,68.776,68.987,69.122,69.183,69.169,69.081,68.932,68.742,68.537,68.35,68.217,68.156,68.177,68.283,68.465,68.702,68.963,69.219,69.458,69.672,69.862,,
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.4231707317073,73.5034146341464,73.7219512195122,73.0429268292683,73.5417073170732,73.8687804878049,73.3004878048781,73.7831707317073,74.0058536585366,73.7763414634147,73.9339024390244,73.5704878048781,74.4558536585366,74.4509756097561,74.5117073170732,75.5787804878049,76.9721951219512,76.3736585365854,76.6492682926829,76.7731707317073,76.8465853658537,76.5214634146341,77.0378048780488,76.8456097560976,77.5765853658537,77.6024390243903,77.9907317073171,77.3390243902439,77.0829268292683,78.1409756097561,78.0363414634146,77.9919512195122,78.760243902439,78.9346341463415,79.2470731707317,77.9843902439024,78.7778048780488,78.8853658536585,79.6024390243903,79.3512195121951,79.6536585365854,80.690243902439,80.5024390243903,80.9634146341464,80.9975609756098,81.5024390243902,81.1585365853659,81.4536585365854,81.609756097561,81.7512195121951,81.8975609756097,82.3585365853659,82.9170731707317,82.0609756097561,82.8609756097561,82.4682926829268,82.4682926829268,,
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,72.0065853658537,72.1121951219512,,,,72.2856097560976,71.509756097561,71.0565853658537,70.9704878048781,71.2134146341463,71.7190243902439,71.0780487804878,71.6934146341464,71.6617073170732,72.0451219512195,72.9560975609756,72.9585365853659,73.2073170731707,73.5073170731707,73.8756097560976,74.2609756097561,74.109756097561,74.4585365853658,74.8073170731707,75.2073170731707,74.9560975609756,75.2585365853659,74.4365853658537,76.3073170731707,76.6073170731707,76.7585365853659,76.5048780487805,77.1536585365854,77.4024390243903,77.4512195121951,78.1048780487805,78,78.1487804878049,78.6585365853659,78.9536585365854,79.4073170731707,79.4512195121951,79.6487804878049,80.1463414634146,80.1512195121951,80.5536585365854,80.5048780487805,80.9512195121951,81.4048780487805,81.6024390243903,81.6560975609756,81.7048780487805,82.0560975609756,82.1536585365854,82.0512195121951,82.4073170731707,,
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.1239024390244,69.760243902439,69.149756097561,69.2480487804878,70.3117073170732,70.1717073170732,70.9260975609756,70.9565853658537,70.78,70.8119512195122,71.5587804878049,71.8068292682927,72.0753658536586,72.0263414634146,72.7343902439025,72.6473170731708,72.9919512195122,73.3646341463415,73.6931707317073,74.0026829268293,73.9431707317073,74.3539024390244,74.8146341463415,74.640243902439,75.389512195122,75.4707317073171,75.7707317073171,76.219512195122,76.3707317073171,76.819512195122,76.9707317073171,77.0195121951219,77.419512195122,77.7219512195122,77.9219512195122,78.1707317073171,78.5219512195122,78.8243902439024,78.9756097560976,79.4243902439024,79.7780487804878,80.1268292682927,80.2292682926829,79.9829268292683,80.7804878048781,80.7829268292683,81.2829268292683,81.4341463414634,81.4853658536585,81.6365853658537,82.0365853658537,82.1878048780488,82.2390243902439,82.690243902439,83.090243902439,82.5439024390244,82.5439024390244,,
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.387,64.96,65.484,65.962,66.396,66.789,67.144,67.466,67.763,68.045,68.324,68.609,68.907,69.219,69.546,69.885,70.235,70.583,70.919,71.231,71.509,71.739,71.92,72.052,72.135,72.175,72.179,72.16,72.129,72.096,72.065,72.039,72.015,71.996,71.986,71.99,72.011,72.052,72.116,72.205,72.327,72.487,72.683,72.911,73.167,73.446,73.739,74.038,74.334,74.619,74.883,75.122,75.334,75.523,75.689,75.836,75.97,,
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.651,53.438,54.22,54.995,55.765,56.526,57.279,58.022,58.752,59.468,60.171,60.864,61.545,62.215,62.869,63.502,64.108,64.683,65.224,65.731,66.207,66.656,67.086,67.5,67.899,68.283,68.649,68.992,69.311,69.604,69.872,70.113,70.331,70.529,70.712,70.885,71.053,71.219,71.386,71.556,71.73,71.907,72.083,72.256,72.427,72.594,72.76,72.924,73.087,73.25,73.412,73.571,73.729,73.883,74.034,74.182,74.329,,
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.6660975609756,68.31,68.5948780487805,69.6580487804878,70.1324390243903,70.2019512195122,70.9865853658537,71.2765853658537,71.6112195121951,71.8387804878049,71.950243902439,72.8829268292683,73.5065853658537,73.7575609756097,74.3939024390244,75.0573170731707,75.4568292682927,75.8982926829268,76.0382926829268,76.3375609756098,76.0917073170732,76.4143902439025,76.9229268292683,76.9614634146342,77.3653658536585,77.650487804878,78.0646341463415,78.4836585365854,78.3992682926829,78.8180487804878,78.8368292682927,79.1007317073171,79.1539024390244,79.2936585365854,79.6870731707317,79.5363414634147,80.200243902439,80.4241463414634,80.5014634146342,80.5707317073171,81.0760975609756,81.4170731707317,81.5634146341463,81.76,82.030243902439,81.9251219512195,82.3219512195122,82.5070731707317,82.5875609756098,82.9314634146342,82.8426829268293,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,83.7939024390244,83.9848780487805,,
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.3675853658537,58.7815853658537,59.1990731707317,59.6185609756098,60.0360487804878,60.4490243902439,60.852,61.2394878048781,61.6089756097561,61.9564634146342,62.2764634146342,62.5649512195122,62.8249512195122,63.0604390243902,63.2799268292683,63.4923658536585,63.709756097561,63.9405853658537,64.1919024390244,64.4667317073171,66.6243902439025,66.7060975609756,66.7878048780488,67.6621951219512,68.5365853658537,68.5365853658537,68.9134146341463,69.290243902439,68.8487804878049,68.290243902439,68.3365853658537,67.9829268292683,67.7317073170732,66.7268292682927,65.6731707317073,64.919512195122,64.109756097561,64.4634146341463,64.5609756097561,65.519512195122,65.5170731707317,65.7682926829268,65.9682926829268,65.8658536585366,65.8878048780488,65.909756097561,66.1609756097561,66.5048780487805,67.0219512195122,68.4292682926829,68.2953658536585,68.98,69.61,70.45,71.62,72,72.3,,
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.348,46.997,47.635,48.251,48.841,49.409,49.962,50.514,51.074,51.644,52.222,52.803,53.379,53.945,54.497,55.042,55.592,56.148,56.705,57.247,57.757,58.211,58.588,58.869,59.039,59.082,58.994,58.783,58.465,58.05,57.536,56.918,56.212,55.449,54.669,53.911,53.205,52.589,52.106,51.805,51.751,52.004,52.565,53.413,54.513,55.819,57.271,58.784,60.275,61.68,62.936,64.008,64.907,65.651,66.242,66.695,67.032,,
